name,address,categories,description,services,email,pops_served,hand_sort__001,crisis_line,business_line,fax_number,insurance ,cost,languages,website,hand_sort__002,hand_sort__003,hand_sort__004,hand_sort__005,hand_sort__006,hand_sort__007,hand_sort__008,hand_sort__009,hand_sort__010,hand_sort__011,hand_sort__012,hand_sort__013,hand_sort__014,hand_sort__015,hand_sort__016,hand_sort__017,hand_sort__018,hand_sort__019,languges,wheelchair
Tenderloin Self Help Center (Hospitality House),290 Turk St. San Francisco CA 94102,Alcohol/Substance Ab Counseling: Licensed Housing/Shelter,Non-traditional mental health center. No documentation required.,"Women‰Ûªs, Latino, Transgender, Alcohol/Drug, men‰Ûªs support groups. Peer counseling, referrals, employment, case management, housing. 90-day adult residential program for",info@hospitalityhouse.org,Homeless and residents of Tenderloin,350,,,,,,,www.hospitalityhouse.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-749-2143,415-749-2136,FREE,7am-7pm M-F 15+,,Wheelchair Accessible: No,men.,Spanish,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
The CBHS Anchor Program,1701 Ocean Ave San Francisco CA 94112,Survivors with Disabilitie Counseling: Licensed,Provides psychotherapeutic services to adults with developmental disabilities,This entry needs a services list,This entry needs an email address,Developmentally disabled,351,,,,,,,E-mail,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-452-2219,18+,,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
The Morris Center for Healing,P.O. Box 14477 San Francisco CA 94114,Adult Survivors of CSA/ Counseling: Peer,"Guided self-help recovery and prevention program for adult survivors of child abuse, physical, sexual, and emotional abuse.","ASCA meetings scheduled at various places and times in SF, Alameda, Sonoma, San Mateo, Santa Clara Counties.",,"adult survivors of physical, sexual and /or emotional abuse",352,,,,,,,www.ascasupport.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-928-4576,415-928-4576,415-452-6253,N/A,$0-20,9-3 M-F,18+,,Wheelchair Accessible: Languages,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
The Revelation Law Firm,"2560 9th St, Ste 212M Berkeley CA 94710",African American/Blac Child Sexual Abuse Employment,Discrimination and harassment firm; employment law; holistic services,"holistic services (workshops, discussion groups, referrals) for survivors of sexual harassment or assault.",office@revelationlaw.com,"mostly women, people of color, working class, lgbtq",353,,,,,,,www.revelationlaw.com,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-665-4195,510-665-4197,n/a contingency 9:30a-5p,all,,Wheelchair Accessible: Yes,"Spanish, English",,,,,,,,,"Spanish, English",This entry needs Wheelchair accessibliy info
The Women‰Ûªs Community Clinic,"2166 Hayes St., #104 San Francisco CA 94117",Social Justice Health Clinics,"Alternative to general hospital if they don‰Ûªt want to deal with cops, or social workers. Some drop-in times available.","Provides STD screening and treatment, pelvic exams, emegency contraception, birth control, pregnancy counseling and testing, and breast exams.",This entry needs an email address,Rape victims seeking discrete post-trauma care.Transgender friendly,354,,,,,,,E-mail,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-379-7800,415-379-7804,Sliding scale Varies,,Wheelchair Accessible: Languages,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Third World Majority,"369 15th St, Oakland CA 94612",Social Justice,"Offers digital strorytelling workshops for survivors and witnesses of violence, through its Silence Speaks program.",Teaches through the Center for Digital Storytelling,info@cultureisaweapon.org,youth and women of color,355,,,,,,,http://www.silencespeaks.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-465-6941,FREE,,Wheelchair Accessible: Languages,Yes,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Tom Waddell Clinic,50 Ivy St San Francisco CA 94102,This entry needs a categories list,Comprehensive medical clinic. No documentation required.,"""Transgender Tuesday Nights""- care focusing on the transgendered community. Urgent care unit",,All,356,,,,,,,www.dph.sf.ca.us/chn/HlthCtrs/ Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees:,415.355-7400,415-554-2919,Yes,Sliding scale,,Hours:,"8:30am-8:30pm M-F, s as well as Latina, Women‰Ûªs , HIV (just treatment)",Ages:,18+,& Mental Health Clinics.,Wheelchair Accessible: Yes,"Spanish, French, Greek, German",TomWadell htm,HIV/AIDS Health Clinics LGBTQII,,"Spanish, French, Greek, German",This entry needs Wheelchair accessibliy info
Trans: Thrive--API Wellness Center,"815 Hyde St, 2nd floor San Francisco CA 94109",LGBTQII Health Clinics Support Groups,Drop-in center for trans community. Run by trans people. Transgender Health & Resource Initiative for Vital Empowerment.,"Educational Workshops, support groups, drop in center, testing & counseling for HIV and Hep C, referrals, social events, computer lab, showers, clothing closet, library, yoga, meditation",,Trans community,357,,,,,,,www.transthrive.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-409-4101,415-409-4105,10-6 M-F,,Wheelchair Accessible: Languages,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Transgender Law Center,870 Marlet St. Room 823 San Francisco CA 94102,This entry needs a categories list,Free legal clinics on transgender rights,"Provides legal info, referrals to attorneys",info@transgenderlawcenter.org,people who are transgendered,358,,,,,,,www.transgenderlawcenter.org Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-865-0176,877-847-1278,,Spanish,LGBTQII Legal: Services,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Transgender SF,1800 Market St Box 86 San Francisco CA 94102,This entry needs a categories list,"Serves the social, education, and outreach needs of the Trans Community in SF","annual membership:$35 Social Gatherings, Group Hikes, Resouces, Education, Cotillion",transgendersanfrancisco@yahoo. LGBTQII Support Groups Significant Others,"Transgendered Individuals, their family, friends, and Allies",359,,,,,,,www.tgsf.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-839-9448,n/a,see services,all,,Wheelchair Accessible: Yes,English,,,,,,,,,English,This entry needs Wheelchair accessibliy info
"Transgender, Gender Variant, and Intersex Justice Projec","342 9th St, Ste 202B San Francisco CA 94103",Legal: Services Social Justice,"Mission is to challenge and end the human rights abuses committed against transgender, gender variant, genderqueer and people with intersex conditions in California prisons and","Legal Services and Advocacy, Community Organizing, Leadership Development, Transforming Justice Coalition",info@tgijp.org,This entry needs a populations served list,360,,,,,,,www.tgijp.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-252-1444,415-252-1554,,Wheelchair Accessible: Languages,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Triangle Martial Arts Association,"PO Box 111, 1800 Market St San Francisco CA 94102",LGBTQII Self Defense,"Committed to bringing education, training opportunities, practical support and leadership to LGBTQQI individuals and communities around the world through the medium of",Martial Arts Classes. Seminars and lectures geared to specific community groups and orgs.,info@trianglemaa.org,This entry needs a populations served list,361,,,,,,,www.trianglemaa.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-992-5551,No,see services Varies,18+,,Wheelchair Accessible: No,English,,,,,,,,,English,This entry needs Wheelchair accessibliy info
Trikone,PO box 14161 San Francisco CA 94114,LGBTQII Asian/Pacific Islander,"Trikone is a non-profit organization for lesbian, gay, bisexual, and transgendered people of South Asian decent.","Publishes The Trikone Magazine, Conferences, cultural nights, film fests, dances",trikone@trikone.org,People of South Asian Decent,362,,,,,,,www.trikone.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,408-270-8776,408-274-2733,Varies,,To contact the Publisher Trikone Editor,Wheelchair Accessible: Languages,P.O. Box 14161,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
UCSF Dental Clinic,"707 Parnassus, 1st Floor San Francisco CA 94143",Health Clinics,Low-cost dental clinic at UC school of dentistry.,Preventative and Comprehensive Dental Care. No emergency dental services,This entry needs an email address,This entry needs a populations served list,363,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-476-1891,Yes,Sliding scale 8-5 M-F,,Wheelchair Accessible: Languages,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
United Against Sexual Assault Of Sonoma County,"835 Piner Rd, Ste D Santa Rosa CA 95403",CA Rape Crisis Center,Rape Crisis Center,"24-hour hotline counseling & referrals, hospital and courtroom accompaniment, prevention programs, community education, individua/group counseling",info@uasasonoma.org,Sonoma County,364,,,,,,,www.uasasonoma.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,707-545-RAPE,707-545-7270,707-545-8136,707-545-6416,$0-25,9-5 M-F,All,,Wheelchair Accessible: No,Spanish,,,,,,Spanish,This entry needs Wheelchair accessibliy info
United Indian Nations,1436 Clarke St # B San Leandro CA 94577,Native American Employment,Need tribal enrollment number. Employment & training services for Native Americans and Alaska Natives.,"English, Math, computer tutoring, preparation for H.S. equivalency test, job search assistance.",This entry needs an email address,Native American and Alaska Natives,365,,,,,,,E-mail,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-763-3410,510-352-4510,FREE,8:30-5 M-F,All,,"Spanish, Sioux",,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
"Valerie Igl, Mft",P.O. Box 453 El Cerrito CA 94530,This entry needs a categories list,"Counseling Services, Workshops, Groups Close to El Cerrito Plaza BART station.","EMDR, One on one therapy, family, couple, telephone sessions.",VALIGL@earthlink.net,"abuse survivors, addiction, disability, and sexual minorities (trans, bi, lesbian, kink, poly)",366,,,,,,,www.FeministTherapyAssociates Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-527-5662,Yes,$55+,,Wheelchair Accessible: Languages,com,Counseling: Licensed Body Work LGBTQII,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Victim of Crime Resource Center,3200 5th Ave. Sacramento CA 95817,Legal: Services,Information & referral line for victims of crime throughout California. No documentation required; over the phone.,"Refer primarily to local Victim Witness offices, Rape Crisis & domestic violence centers. Also will give general information on the criminal justice system.",victims2@pacific.edu,Victims of violent crime,367,,,,,,,www.1800victims.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-VICTIMS,800-VICTIMS,916-739-7395,FREE,8-5 M-F,All,,"Spanish, Japanese, Varies",,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Vietnamese Youth Development Center,150 Eddy St. San Francisco CA 94102,Employment Asian/Pacific Islander Youth,A multi service community based organization serving Tenderloin youth and other low-income disavantaged communities throughout San Francisco.,"Provides counselling, case management, educational assistance/tutoring, employment, delinquency prevention, case management, academic support, jobs for youth, arts & media,",info@vydc.org,Primarily serving Southeast Asian youth living throughout San Francisco.,368,,,,,,,www.vydc.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-771-2600,415-771-3917,FREE,10-6 M-F,All,,Yes,"substance abuse prevention, translation","Vietnamese, Cambodian, Tagalog Burmese",,,,,,,"Vietnamese, Cambodian, Tagalog Burmese",Yes
Vol. Center of Napa (S.A. Victim Services),"1820 Jefferson St, Ste 200 Napa CA 94559",CA Rape Crisis Center,All programs are staffed by volunteers.,"24 hour hotline, rape crisis intervention, self- defense classes, community rape prevention education, senior services, caregiver referral",,Napa County,369,,,,,,,www.volunteernapa.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,707-258-8000,707-252-6222,707-226-5179,FREE,All,,Wheelchair Accessible: Yes,Spanish,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
W.O.M.A.N Inc.,333 Valencia St. Suite 450 San Francisco CA 94103,Counseling: Licensed,Provides culturally competent crisis and urgent care services to San Francisco adults,"crisis psychiatric care, AIDS case management, outpatient services",This entry needs an email address,San Francisco residents,370,,,,,,,E-mail,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,877-384-3578,415-864-4777,415-864-1082,No,$0-60,18+,,Wheelchair Accessible: Languages,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Warmline #1 371,Crisis line: Business line: Fax:,Counseling: Warm Line,Phone counseling. This line has varying hours that are updated frequently on the recording.,This entry needs a services list,This entry needs an email address,This entry needs a populations served list,TDD:,,,,,,,This entry needs a website,Insurance: Fees: Hours: Ages:,1-800-490-8748,,,,,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
Warmline #2,San Francisco CA,Counseling: Warm Line,"Phone counseling. This one seems great. They keep data on all regular callers, develop relationships with them and limit them to 3 calls per day.",This entry needs a services list,This entry needs an email address,This entry needs a populations served list,372,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-459-6330,415-459-6330,,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
